dataset,fnames,genre,splits,vocals,arousal,valence,dynamics_rms_mean,dynamics_rms_std,pitch_pitch_mean,rhythm_attacktime_mean,rhythm_eventdensity_mean,rhythm_fluctuationmax_peakposmean,rhythm_pulseclarity_mean,rhythm_tempo_mean,rhythm_tempo_std,spectral_brightness_mean,spectral_brightness_std,spectral_centroid_mean,spectral_centroid_std,spectral_flatness_mean,spectral_flatness_std,spectral_inharmonicity_mean,spectral_irregularity_mean,spectral_kurtosis_mean,spectral_kurtosis_std,spectral_mfcc_mean_1,spectral_mfcc_mean_10,spectral_mfcc_mean_11,spectral_mfcc_mean_12,spectral_mfcc_mean_13,spectral_mfcc_mean_2,spectral_mfcc_mean_3,spectral_mfcc_mean_4,spectral_mfcc_mean_5,spectral_mfcc_mean_6,spectral_mfcc_mean_7,spectral_mfcc_mean_8,spectral_mfcc_mean_9,spectral_mfcc_std_1,spectral_mfcc_std_10,spectral_mfcc_std_11,spectral_mfcc_std_12,spectral_mfcc_std_13,spectral_mfcc_std_2,spectral_mfcc_std_3,spectral_mfcc_std_4,spectral_mfcc_std_5,spectral_mfcc_std_6,spectral_mfcc_std_7,spectral_mfcc_std_8,spectral_mfcc_std_9,spectral_novelty_mean,spectral_novelty_std,spectral_rolloff85_mean,spectral_rolloff85_std,spectral_rolloff95_mean,spectral_rolloff95_std,spectral_roughness_mean,spectral_skewness_mean,spectral_skewness_std,spectral_spectentropy_mean,spectral_spectentropy_std,spectral_spread_mean,spectral_spread_std,timbre_lowenergy_mean,timbre_lowenergy_std,timbre_spectralflux_mean,timbre_spectralflux_std,tonal_hcdf_mean,tonal_hcdf_std,tonal_keyclarity_mean,tonal_keyclarity_std,tonal_mode_mean,tonal_mode_std
Emo_Soundscapes,r_0human128097_2338419-hq.wav,human,train,Yes,0.830173124,-0.093157461,0.022634,0.022212,660.244544,0.045519,2.291326,4.819011,0.057053,137.902988,27.65138,0.649908,0.117266,3163.864775,1071.119127,0.171895,0.10744,0.411621,0.519643,15.547628,8.047152,1.388809,0.022449,0.286249,0.101239,0.274685,-1.233176,0.731071,-0.958932,-0.569633,0.017651,0.035228,-0.485743,0.177614,0.719785,0.334894,0.325226,0.233382,0.31349,1.07501,0.780268,0.504646,0.361598,0.519151,0.396515,0.431732,0.365183,0.093507,0.133347,5251.432531,2786.575446,9561.013614,4317.530304,46.867628,3.001067,0.961839,0.787604,0.055619,3107.61298,932.126874,5.71378,1.661877,24.284171,22.801136,0.337198,0.3909,0.45901,0.197342,-0.030808,0.074562
Emo_Soundscapes,r_0human128768_806506-hq.wav,human,train,Yes,0.20362737,0.330585326,0.053693,0.030094,665.073504,0.014342,3.273322,3.358543,0.184098,116.527884,12.598842,0.225973,0.059642,1644.842902,445.865451,0.137174,0.037958,0.402922,0.437421,14.641793,4.624029,3.336203,0.021272,-0.001711,0.070287,0.109492,-0.034195,0.124255,0.24863,-0.089353,-0.076215,0.094755,0.109866,-0.030246,0.4992,0.167463,0.156764,0.163165,0.159851,0.253031,0.2044,0.191913,0.18794,0.179776,0.176762,0.18136,0.167175,0.073625,0.143851,2827.174988,1466.326954,9006.665955,2164.047318,70.333799,3.271679,0.607776,0.689289,0.047847,3290.990311,463.443347,5.029704,1.23772,42.174321,25.24343,0.314619,0.136521,0.422999,0.127274,-0.031803,0.100763
Emo_Soundscapes,r_0human129783_1188483-hq.wav,human,train,No,-0.035449299,-0.431162407,0.020576,0.013837,805.064521,0.060677,2.291326,2.886814,0.125048,113.88972,16.304357,0.327598,0.135307,2400.45768,812.702453,0.205978,0.058192,0.411623,0.439544,9.146308,3.717954,2.460107,0.025363,0.112327,0.010829,0.029004,0.082211,0.304556,0.128287,0.207531,0.168062,0.193213,0.164453,0.090473,0.810053,0.182315,0.158927,0.153498,0.148288,0.416108,0.379046,0.29301,0.27728,0.230112,0.203568,0.196508,0.205826,0.040182,0.129787,5221.218567,2293.08809,11451.043396,1722.339585,12.200353,2.398849,0.670892,0.716646,0.082892,3978.734917,534.492343,6.18549,2.020175,21.191596,18.824195,0.471734,0.372652,0.451331,0.144205,-0.031726,0.102365
Emo_Soundscapes,r_0human131402_2337290-hq.wav,human,train,Yes,0.167353669,-0.183841715,0.03364,0.044627,520.318031,0.053424,1.309329,4.160679,0.101367,113.539794,35.71976,0.510272,0.221247,3921.764359,1595.891907,0.274435,0.112007,0.227653,0.378984,6.164509,5.031106,1.406822,-0.018341,-0.206929,0.107562,0.042641,0.42372,0.498361,-0.261056,0.206255,-0.326602,-0.173018,-0.40194,-0.205616,1.11361,0.518858,0.494262,0.382267,0.373187,0.731461,0.397386,0.542959,0.397213,0.412726,0.499192,0.387787,0.536812,0.035881,0.092395,8377.627258,3381.901731,13365.748901,2616.739722,11.232515,1.648668,0.975117,0.763212,0.120062,4450.267798,797.220805,6.135532,2.116286,39.330439,53.826139,0.202261,0.40556,0.202989,0.218878,-0.016471,0.041516
Emo_Soundscapes,r_0human138091_1839281-hq.wav,human,train,No,0.502061006,-0.497114592,0.039805,0.05494,658.709608,0.085357,1.145663,3.482691,0.591804,102.090853,0.650923,0.395402,0.127813,3628.926881,1104.265951,0.289278,0.088196,0.438243,0.126111,5.064465,3.306092,1.732293,0.115356,0.132043,0.093239,0.084558,0.416041,0.425723,0.249122,0.331462,0.333695,0.239128,0.1637,0.094611,0.835537,0.15489,0.185035,0.143735,0.139584,0.356155,0.29336,0.226488,0.248249,0.233004,0.24811,0.230901,0.156466,0.048715,0.113839,9840.22522,3653.615482,15339.89502,2751.284639,38.772581,1.617004,0.65877,0.740953,0.079319,5215.572301,991.463944,6.670765,1.823998,44.70821,67.824239,0.36869,0.493452,0.274008,0.229597,-0.027125,0.061258
Emo_Soundscapes,r_0human140140_43-hq.wav,human,train,Yes,-0.363561418,0.63231657,0.006432,0.004271,281.873368,0.023773,1.472995,2.779056,0.160656,138.304351,21.587209,0.401336,0.074173,3161.825849,974.659776,0.232732,0.085251,0.358666,0.878593,8.326774,3.612447,2.546566,0.227689,-0.182131,-0.019108,0.469057,0.561068,0.799876,-0.028541,0.069334,-0.005565,-0.029357,0.118403,0.163476,0.620275,0.24492,0.247237,0.216714,0.249838,0.52271,0.660193,0.300283,0.19658,0.345766,0.319701,0.338959,0.273203,0.063243,0.144881,7721.492615,4232.332464,13403.07312,4366.058925,0.870954,2.235091,0.602076,0.755625,0.043592,4687.765737,1341.253618,5.482074,1.419712,4.017778,3.204224,0.207731,0.202514,0.516048,0.123324,-0.032377,0.078675
Emo_Soundscapes,r_0human143651_1924005-hq.wav,human,train,Yes,-0.434460016,0.784006595,0.008879,0.003258,290.045529,0.016206,2.454992,3.089229,0.279826,94.611077,10.272918,0.494915,0.077201,3968.834901,642.903333,0.32965,0.053496,0.470027,0.492662,4.420346,0.933319,1.836772,0.060711,-0.062767,-0.023606,-0.168442,0.686037,0.772884,0.590862,0.492956,0.283301,0.257952,0.105347,-0.0675,0.397769,0.231529,0.226703,0.199681,0.197032,0.407489,0.36241,0.241731,0.283957,0.239927,0.218164,0.197718,0.236521,0.082285,0.153534,9559.082336,1897.17671,15992.530518,889.743612,3.602216,1.522301,0.266981,0.819317,0.037371,5099.405516,400.337074,4.994733,0.740459,5.901479,2.169453,0.154155,0.096477,0.587196,0.116545,0.058614,0.126959
Emo_Soundscapes,r_0human144024_2588050-hq.wav,human,train,No,-0.754328112,-0.070074196,0.033363,0.021999,382.87352,0.018964,1.963993,2.557817,0.183292,101.720986,24.171568,0.167723,0.112837,1499.375432,880.139633,0.140688,0.074024,0.339641,0.09131,18.684567,13.375308,1.798428,0.055561,0.055882,0.044724,0.052119,0.0182,0.330193,0.245102,0.21525,0.104587,0.089403,0.111231,0.089025,0.527138,0.12141,0.112295,0.102629,0.108144,0.440944,0.285603,0.196647,0.235636,0.167084,0.160541,0.141154,0.134728,0.018263,0.071576,2370.715942,2924.294183,9340.78949,4092.421307,5.837944,3.684464,1.374725,0.478065,0.113437,3752.748141,821.141814,5.510474,1.640988,33.896782,31.159683,0.774501,0.491793,0.420735,0.130018,-0.033235,0.093013
Emo_Soundscapes,r_0human147543_591423-hq.wav,human,train,Yes,0.61417972,-0.104699093,0.021729,0.017497,378.486881,0.053141,3.273322,4.049814,0.31611,136.086481,12.914399,0.545551,0.175172,3513.977918,1264.550887,0.233631,0.080756,0.378513,0.498864,7.337467,3.818285,1.854961,-0.02594,0.080418,0.054513,0.067352,0.295687,0.555419,0.047302,-0.092646,-0.143429,-0.217451,-0.123058,0.14384,0.96541,0.252036,0.275671,0.249023,0.220326,0.589359,0.45569,0.349023,0.315342,0.322211,0.301883,0.258234,0.230992,0.097342,0.146619,6885.645447,2325.948557,11485.810547,2142.046957,20.538769,1.869339,0.778147,0.814873,0.066363,3787.279328,568.898781,6.073837,1.954686,22.597918,20.5051,0.28441,0.380564,0.45582,0.188347,-0.039807,0.068069
Emo_Soundscapes,r_0human147643_2587501-hq.wav,human,train,Yes,0.361912613,0.094806265,0.061602,0.033405,568.082569,0.034122,3.600655,3.278275,0.414415,127.907467,1.997458,0.297101,0.091051,1820.77874,542.126703,0.109679,0.040123,0.44099,0.551924,17.321954,10.454551,3.46762,-0.011976,0.207875,-0.018785,0.101283,-0.294212,0.434808,0.238289,-0.021421,-0.031252,0.035222,0.012664,0.104691,0.803925,0.237231,0.220537,0.204843,0.241325,0.441425,0.60384,0.373921,0.258347,0.364388,0.272671,0.232663,0.243913,0.073069,0.131827,3382.103577,1670.100388,7647.606812,2459.322092,128.325311,3.293792,1.104561,0.734244,0.04164,2801.093445,591.219467,5.614219,1.371287,60.000819,46.077009,0.347242,0.334687,0.418816,0.168814,-0.020664,0.077174
Emo_Soundscapes,r_0human148009_2577970-hq.wav,human,train,Yes,0.981863149,-0.505358615,0.122951,0.099585,509.304287,0.05613,2.291326,3.340151,0.164432,108.248427,51.296573,0.645827,0.157815,3359.367157,932.301964,0.117181,0.077359,0.204706,0.480323,9.120296,4.453499,0.505194,-0.066786,0.183095,0.401236,0.057817,-0.221451,0.318386,-0.330195,-0.286908,-0.95782,-0.008884,-0.721497,-0.072608,1.141191,0.574328,0.596458,0.784811,0.588755,0.905293,0.588218,0.611606,0.50516,0.532097,0.556153,0.688943,0.697203,0.114734,0.13893,5997.744751,1825.703436,9925.41097,2629.951849,109.009137,2.082589,0.704209,0.73042,0.085019,3149.508006,586.161318,6.45381,1.540256,129.963796,117.924729,0.24515,0.332601,0.418322,0.229728,-0.036556,0.066979
Emo_Soundscapes,r_0human150850_826206-hq.wav,human,train,Yes,-0.157460841,-0.136026381,0.021502,0.008613,465.942608,0.014598,2.291326,2.780474,0.143418,121.349791,25.647303,0.159597,0.026981,1156.118019,150.699818,0.082869,0.015326,0.456381,0.302068,30.770698,6.176511,4.178518,0.040737,-0.039786,-0.0382,-0.049943,0.164314,0.787969,-0.118181,0.273849,-0.199308,0.123085,0.119792,0.091796,0.526389,0.15554,0.154692,0.137557,0.166102,0.305349,0.258033,0.174079,0.173216,0.17172,0.172862,0.140418,0.152668,0.058786,0.117141,1618.893127,352.375742,4886.46698,1204.01417,19.868643,4.849684,0.557059,0.678265,0.017853,2554.333717,293.885382,5.142678,1.336308,17.11326,7.543739,0.252001,0.095378,0.482123,0.139301,-0.023258,0.108854
Emo_Soundscapes,r_0human151060_2400359-hq.wav,human,train,Yes,-0.394888706,0.005770816,0.011124,0.010755,781.902951,0.025875,1.636661,2.758603,0.186342,117.933544,37.681264,0.32611,0.068858,2496.761101,509.192138,0.210115,0.071117,0.30156,0.899472,12.938554,5.596898,2.890838,0.205005,0.02006,-0.240314,-0.117517,-0.035862,0.04172,-0.389963,-0.226131,0.002632,0.265227,0.096336,0.27298,0.517244,0.268038,0.256793,0.361945,0.308068,0.284001,0.412045,0.459104,0.285968,0.185328,0.255216,0.245025,0.359346,0.089234,0.158368,4761.798706,1553.774934,11357.284241,3543.809303,1.31381,2.973385,0.673911,0.732764,0.07623,3913.841404,763.176508,5.12051,0.892577,8.79947,9.128815,0.245852,0.27105,0.48901,0.12501,-0.034044,0.068792
Emo_Soundscapes,r_0human156040_2558789-hq.wav,human,train,Yes,0.633965375,0.144270404,0.053487,0.016333,877.309567,0.020145,4.746318,3.773529,0.250763,128.775199,22.715785,0.387948,0.088226,2306.105012,691.729452,0.123841,0.032265,0.422785,0.553369,10.600006,5.292768,2.190005,0.154655,0.114078,0.025391,0.02568,-0.702916,-0.23366,-0.219509,0.136322,0.061048,0.14007,0.039695,0.022086,0.464578,0.20165,0.161013,0.177834,0.172746,0.716188,0.312506,0.332766,0.204025,0.198798,0.203388,0.208002,0.165609,0.060268,0.120294,4900.86731,1909.963825,8832.695618,1957.654112,104.00611,2.4005,0.755302,0.76954,0.043919,3041.649489,552.564678,5.303782,1.442077,44.439137,17.241912,0.300145,0.195407,0.397864,0.142081,-0.015081,0.079414
Emo_Soundscapes,r_0human156847_2730748-hq.wav,human,train,No,0.07502061,-0.615828524,0.00875,0.010526,579.235694,0.037879,1.800327,3.08744,0.117084,94.76641,34.277186,0.523039,0.133607,3942.195293,1605.536029,0.323626,0.14085,0.480069,0.18869,7.864509,5.558692,2.132864,0.043908,0.046371,0.065086,0.017107,-0.100223,0.298373,-0.037169,0.207341,-0.133906,0.117983,-0.04349,0.08717,0.828647,0.169748,0.165478,0.141469,0.154298,0.623867,0.344488,0.295589,0.269811,0.229262,0.219648,0.203125,0.18862,0.081062,0.134093,8483.49884,4195.704677,14154.985657,4015.798911,9.180045,2.050248,0.845482,0.848457,0.052784,4507.809302,1186.788504,5.553439,1.53067,10.868746,14.476238,0.576485,0.591613,0.384505,0.212012,-0.030315,0.090521
Emo_Soundscapes,r_0human161417_2895542-hq.wav,human,train,No,-0.909315746,0.282769992,0.001195,0.003111,465.527058,0.103731,0.981997,2.304545,0.14537,49.292794,1.307507,0.656258,0.22552,6406.256636,2938.43618,0.420442,0.190939,0.465822,0.056424,6.258999,9.033906,1.826447,0.022283,0.046598,0.069232,0.027629,0.333978,0.192086,0.086558,0.146334,-0.007793,-0.004384,0.025704,0.058526,1.232116,0.156182,0.132159,0.134542,0.122024,0.401238,0.286282,0.219876,0.19546,0.176694,0.183706,0.161492,0.143549,0.055951,0.132561,16895.39978,5159.19006,19890.130005,3390.027773,0.226969,1.571021,1.42397,0.899477,0.092066,6500.821002,1547.355872,5.14322,0.980448,1.464252,4.068933,0.413626,0.326431,0.415146,0.148575,-0.032546,0.095211
Emo_Soundscapes,r_0human162024_43-hq.wav,human,train,Yes,0.13932399,0.188788129,0.058439,0.038387,286.288502,0.022705,2.291326,2.459611,0.18515,133.833328,35.661251,0.181217,0.103665,1433.998255,558.228602,0.114694,0.051853,0.249951,0.60282,20.891011,8.881115,3.444604,0.015625,0.053854,-0.014496,0.124968,0.983555,0.629673,0.016432,0.191081,0.054358,-0.078092,0.017844,-0.024276,0.630494,0.254965,0.155373,0.23588,0.285553,0.389795,0.264606,0.249198,0.215428,0.235032,0.212199,0.19463,0.22011,0.046337,0.120359,2160.13916,1676.555818,7298.051147,2567.990885,11.220703,3.885608,0.992095,0.613422,0.086937,2930.085442,556.963736,5.064184,1.264742,40.536831,33.794979,0.156924,0.186158,0.486116,0.097361,-0.035005,0.064555
Emo_Soundscapes,r_0human162620_2111976-hq.wav,human,train,No,0.282769992,-0.187139324,0.016598,0.010175,749.372041,0.042148,1.636661,2.77113,0.119922,100.567939,32.559809,0.700944,0.129237,4904.602763,1004.730785,0.34412,0.064548,0.476276,0.547403,3.546924,1.374425,0.603191,-0.042726,0.028355,0.02948,-0.022355,-0.519337,0.12468,-0.180293,0.030712,-0.045528,-0.021859,-0.036637,0.042398,0.540049,0.150836,0.154543,0.13633,0.128204,0.296802,0.235025,0.212873,0.194946,0.185414,0.185123,0.157674,0.152612,0.083118,0.160929,10210.461731,1753.829106,14085.72052,1209.567022,27.627493,1.070487,0.404057,0.874527,0.068739,4553.768652,442.981737,5.620976,2.316818,15.618743,13.14832,0.548514,0.42171,0.468246,0.137671,-0.010728,0.103606
Emo_Soundscapes,r_0human163496_2896221-hq.wav,human,train,Yes,0.91426216,-0.983511954,0.253951,0.241453,304.89233,0.040003,2.94599,4.062146,0.330829,125.268253,4.705781,0.210737,0.095626,1170.283823,302.392731,0.043359,0.027782,0.315465,0.421953,70.62004,44.568985,5.13632,-0.060158,-0.245707,-0.181821,-0.21316,-1.185376,0.637901,0.26228,-0.682672,-0.217053,-0.030876,-0.209504,0.171458,1.414244,0.231886,0.301903,0.335661,0.299168,0.743289,0.393595,0.40631,0.429587,0.313115,0.256995,0.2506,0.244731,0.079327,0.140186,1782.522267,482.18086,3345.767843,2115.715865,2775.324411,6.775838,2.131441,0.669706,0.033955,1793.133296,563.182142,5.629003,3.293397,269.750829,251.685034,0.316165,0.38714,0.415285,0.214425,-0.015342,0.073937
Emo_Soundscapes,r_0human166175_1773681-hq.wav,human,train,Yes,0.394888706,0.051937345,0.025693,0.008798,449.394004,0.017435,3.436989,3.348605,0.15247,106.637357,23.401802,0.366408,0.091918,2082.560625,493.674052,0.111665,0.027405,0.454315,0.679904,16.239945,6.064318,2.807789,-0.241228,0.101561,0.002267,-0.069716,0.050924,0.110819,-0.204213,0.374655,0.157946,0.179169,-0.029641,0.04613,0.586464,0.162346,0.177859,0.147798,0.146173,0.299108,0.384597,0.2347,0.209926,0.209336,0.231541,0.230825,0.197294,0.121066,0.191203,4146.577148,1211.413244,6980.436401,1294.242651,26.876185,3.001865,0.75916,0.766494,0.035397,2652.980058,333.236848,5.226202,0.99097,19.734152,7.153516,0.199241,0.147994,0.498757,0.131713,-0.028115,0.081757
